Waktu,Beban_MW,Suhu_C,Jam,Hari_Minggu,Bulan,Adalah_Libur
2023-10-21 05:00:00,52.45,32.0,5,5,10,1
2023-10-21 06:00:00,56.74,30.4,6,5,10,1
2023-10-21 07:00:00,64.42,31.2,7,5,10,1
2023-10-21 08:00:00,66.61,27.8,8,5,10,1
2023-10-21 09:00:00,73.94,28.3,9,5,10,1
2023-10-21 10:00:00,72.03,27.5,10,5,10,1
2023-10-21 11:00:00,72.75,25.6,11,5,10,1
2023-10-21 12:00:00,72.65,24.7,12,5,10,1
2023-10-21 13:00:00,75.66,26.0,13,5,10,1
2023-10-21 14:00:00,75.39,24.2,14,5,10,1
2023-10-21 15:00:00,74.26,24.7,15,5,10,1
2023-10-21 16:00:00,80.42,26.2,16,5,10,1
2023-10-21 17:00:00,82.94,26.2,17,5,10,1
2023-10-21 18:00:00,88.9,25.6,18,5,10,1
2023-10-21 19:00:00,84.63,29.4,19,5,10,1
2023-10-21 20:00:00,86.29,28.6,20,5,10,1
2023-10-21 21:00:00,86.96,29.7,21,5,10,1
2023-10-21 22:00:00,79.72,31.2,22,5,10,1
2023-10-21 23:00:00,73.96,32.3,23,5,10,1
2023-10-22 00:00:00,51.74,34.0,0,6,10,1
2023-10-22 01:00:00,49.99,31.5,1,6,10,1
2023-10-22 02:00:00,54.06,33.7,2,6,10,1
2023-10-22 03:00:00,54.55,33.5,3,6,10,1
2023-10-22 04:00:00,51.99,32.4,4,6,10,1
2023-10-22 05:00:00,53.54,32.5,5,6,10,1
2023-10-22 06:00:00,58.46,31.7,6,6,10,1
2023-10-22 07:00:00,65.03,28.9,7,6,10,1
2023-10-22 08:00:00,68.19,30.4,8,6,10,1
2023-10-22 09:00:00,70.77,26.7,9,6,10,1
2023-10-22 10:00:00,73.05,26.1,10,6,10,1
2023-10-22 11:00:00,72.5,26.0,11,6,10,1
2023-10-22 12:00:00,74.79,27.1,12,6,10,1
2023-10-22 13:00:00,77.81,24.9,13,6,10,1
2023-10-22 14:00:00,77.15,25.0,14,6,10,1
2023-10-22 15:00:00,75.96,26.3,15,6,10,1
2023-10-22 16:00:00,77.07,25.3,16,6,10,1
2023-10-22 17:00:00,82.29,25.2,17,6,10,1
2023-10-22 18:00:00,81.83,26.7,18,6,10,1
2023-10-22 19:00:00,84.76,29.1,19,6,10,1
2023-10-22 20:00:00,84.63,29.1,20,6,10,1
2023-10-22 21:00:00,88.38,31.6,21,6,10,1
2023-10-22 22:00:00,79.37,31.6,22,6,10,1
2023-10-22 23:00:00,72.88,31.3,23,6,10,1
2023-10-23 00:00:00,55.84,32.5,0,0,10,0
2023-10-23 01:00:00,53.59,32.2,1,0,10,0
2023-10-23 02:00:00,58.09,32.5,2,0,10,0
2023-10-23 03:00:00,61.08,36.4,3,0,10,0
2023-10-23 04:00:00,60.33,33.3,4,0,10,0
2023-10-23 05:00:00,59.92,32.5,5,0,10,0
2023-10-23 06:00:00,63.74,30.5,6,0,10,0
2023-10-23 07:00:00,68.22,31.3,7,0,10,0
2023-10-23 08:00:00,71.26,29.9,8,0,10,0
2023-10-23 09:00:00,77.85,29.5,9,0,10,0
2023-10-23 10:00:00,80.68,28.5,10,0,10,0
2023-10-23 11:00:00,84.65,25.0,11,0,10,0
2023-10-23 12:00:00,81.01,24.6,12,0,10,0
2023-10-23 13:00:00,84.57,24.3,13,0,10,0
2023-10-23 14:00:00,84.55,24.2,14,0,10,0
2023-10-23 15:00:00,85.75,25.4,15,0,10,0
2023-10-23 16:00:00,82.61,25.1,16,0,10,0
2023-10-23 17:00:00,94.69,27.8,17,0,10,0
2023-10-23 18:00:00,93.67,28.5,18,0,10,0
2023-10-23 19:00:00,96.86,28.0,19,0,10,0
2023-10-23 20:00:00,98.25,30.6,20,0,10,0
2023-10-23 21:00:00,100.28,31.2,21,0,10,0
2023-10-23 22:00:00,90.62,30.6,22,0,10,0
2023-10-23 23:00:00,78.0,30.2,23,0,10,0
2023-10-24 00:00:00,54.33,32.3,0,1,10,0
2023-10-24 01:00:00,54.44,32.3,1,1,10,0
2023-10-24 02:00:00,56.81,33.2,2,1,10,0
2023-10-24 03:00:00,57.0,32.9,3,1,10,0
2023-10-24 04:00:00,57.83,32.5,4,1,10,0
2023-10-24 05:00:00,60.61,32.2,5,1,10,0
2023-10-24 06:00:00,64.51,30.0,6,1,10,0
2023-10-24 07:00:00,67.03,30.4,7,1,10,0
2023-10-24 08:00:00,73.25,28.6,8,1,10,0
2023-10-24 09:00:00,77.98,28.1,9,1,10,0
2023-10-24 10:00:00,82.16,27.8,10,1,10,0
2023-10-24 11:00:00,81.81,25.2,11,1,10,0
2023-10-24 12:00:00,82.63,25.3,12,1,10,0
2023-10-24 13:00:00,83.53,25.0,13,1,10,0
2023-10-24 14:00:00,83.27,24.6,14,1,10,0
2023-10-24 15:00:00,87.03,25.9,15,1,10,0
2023-10-24 16:00:00,86.36,25.0,16,1,10,0
2023-10-24 17:00:00,92.72,25.7,17,1,10,0
2023-10-24 18:00:00,92.55,26.4,18,1,10,0
2023-10-24 19:00:00,94.93,28.8,19,1,10,0
2023-10-24 20:00:00,98.23,28.6,20,1,10,0
2023-10-24 21:00:00,100.79,30.4,21,1,10,0
2023-10-24 22:00:00,89.19,32.6,22,1,10,0
2023-10-24 23:00:00,78.8,31.8,23,1,10,0
2023-10-25 00:00:00,54.16,33.4,0,2,10,0
2023-10-25 01:00:00,57.7,34.2,1,2,10,0
2023-10-25 02:00:00,58.95,33.8,2,2,10,0
2023-10-25 03:00:00,57.75,32.9,3,2,10,0
2023-10-25 04:00:00,58.51,33.0,4,2,10,0
2023-10-25 05:00:00,57.25,30.8,5,2,10,0
2023-10-25 06:00:00,65.58,30.4,6,2,10,0
2023-10-25 07:00:00,69.2,29.6,7,2,10,0
2023-10-25 08:00:00,75.88,30.8,8,2,10,0
2023-10-25 09:00:00,78.94,27.3,9,2,10,0
2023-10-25 10:00:00,80.01,26.3,10,2,10,0
2023-10-25 11:00:00,80.18,25.3,11,2,10,0
2023-10-25 12:00:00,80.96,26.0,12,2,10,0
2023-10-25 13:00:00,83.81,25.3,13,2,10,0
2023-10-25 14:00:00,84.22,25.9,14,2,10,0
2023-10-25 15:00:00,84.78,25.7,15,2,10,0
2023-10-25 16:00:00,85.61,24.4,16,2,10,0
2023-10-25 17:00:00,92.01,25.5,17,2,10,0
2023-10-25 18:00:00,92.52,28.1,18,2,10,0
2023-10-25 19:00:00,96.1,27.8,19,2,10,0
2023-10-25 20:00:00,97.61,30.0,20,2,10,0
2023-10-25 21:00:00,98.77,29.9,21,2,10,0
2023-10-25 22:00:00,87.03,30.2,22,2,10,0
2023-10-25 23:00:00,80.5,31.6,23,2,10,0
2023-10-26 00:00:00,52.94,31.7,0,3,10,0
2023-10-26 01:00:00,56.92,32.4,1,3,10,0
2023-10-26 02:00:00,57.12,33.2,2,3,10,0
2023-10-26 03:00:00,58.41,33.3,3,3,10,0
2023-10-26 04:00:00,57.65,31.2,4,3,10,0
2023-10-26 05:00:00,59.66,31.8,5,3,10,0
2023-10-26 06:00:00,64.07,30.5,6,3,10,0
2023-10-26 07:00:00,69.82,29.5,7,3,10,0
2023-10-26 08:00:00,73.74,29.1,8,3,10,0
2023-10-26 09:00:00,78.36,27.5,9,3,10,0
2023-10-26 10:00:00,79.22,28.1,10,3,10,0
2023-10-26 11:00:00,81.39,27.1,11,3,10,0
2023-10-26 12:00:00,84.99,26.5,12,3,10,0
2023-10-26 13:00:00,82.49,24.7,13,3,10,0
2023-10-26 14:00:00,84.44,24.2,14,3,10,0
2023-10-26 15:00:00,85.42,25.2,15,3,10,0
2023-10-26 16:00:00,84.42,25.4,16,3,10,0
2023-10-26 17:00:00,91.34,25.7,17,3,10,0
2023-10-26 18:00:00,96.86,26.1,18,3,10,0
2023-10-26 19:00:00,94.65,27.9,19,3,10,0
2023-10-26 20:00:00,97.53,28.7,20,3,10,0
2023-10-26 21:00:00,96.12,30.6,21,3,10,0
2023-10-26 22:00:00,88.0,31.5,22,3,10,0
2023-10-26 23:00:00,82.17,32.7,23,3,10,0
2023-10-27 00:00:00,54.81,31.5,0,4,10,0
2023-10-27 01:00:00,56.52,33.2,1,4,10,0
2023-10-27 02:00:00,56.08,32.4,2,4,10,0
2023-10-27 03:00:00,57.34,31.9,3,4,10,0
2023-10-27 04:00:00,55.42,32.1,4,4,10,0
2023-10-27 05:00:00,60.13,32.7,5,4,10,0
2023-10-27 06:00:00,62.01,30.7,6,4,10,0
2023-10-27 07:00:00,70.73,31.3,7,4,10,0
2023-10-27 08:00:00,70.14,29.4,8,4,10,0
2023-10-27 09:00:00,77.51,27.6,9,4,10,0
2023-10-27 10:00:00,79.96,27.9,10,4,10,0
2023-10-27 11:00:00,80.41,26.5,11,4,10,0
2023-10-27 12:00:00,82.05,24.8,12,4,10,0
2023-10-27 13:00:00,86.2,26.6,13,4,10,0
2023-10-27 14:00:00,85.74,25.2,14,4,10,0
2023-10-27 15:00:00,84.25,25.2,15,4,10,0
2023-10-27 16:00:00,87.32,24.9,16,4,10,0
2023-10-27 17:00:00,92.5,27.1,17,4,10,0
2023-10-27 18:00:00,94.15,27.4,18,4,10,0
2023-10-27 19:00:00,93.57,28.5,19,4,10,0
2023-10-27 20:00:00,92.05,28.6,20,4,10,0
2023-10-27 21:00:00,97.64,30.7,21,4,10,0
2023-10-27 22:00:00,88.39,31.7,22,4,10,0
2023-10-27 23:00:00,78.23,31.3,23,4,10,0
2023-10-28 00:00:00,47.14,31.3,0,5,10,1
2023-10-28 01:00:00,51.4,33.3,1,5,10,1
2023-10-28 02:00:00,51.2,31.7,2,5,10,1
2023-10-28 03:00:00,53.91,33.0,3,5,10,1
2023-10-28 04:00:00,53.55,32.1,4,5,10,1
2023-10-28 05:00:00,53.51,32.8,5,5,10,1
2023-10-28 06:00:00,57.19,30.7,6,5,10,1
2023-10-28 07:00:00,64.54,30.9,7,5,10,1
2023-10-28 08:00:00,63.23,28.6,8,5,10,1
2023-10-28 09:00:00,72.63,28.8,9,5,10,1
2023-10-28 10:00:00,70.5,28.6,10,5,10,1
2023-10-28 11:00:00,73.89,25.3,11,5,10,1
2023-10-28 12:00:00,75.03,25.8,12,5,10,1
2023-10-28 13:00:00,76.57,27.3,13,5,10,1
2023-10-28 14:00:00,80.86,25.1,14,5,10,1
2023-10-28 15:00:00,76.71,25.2,15,5,10,1
2023-10-28 16:00:00,74.51,26.2,16,5,10,1
2023-10-28 17:00:00,83.48,26.2,17,5,10,1
2023-10-28 18:00:00,83.96,25.6,18,5,10,1
2023-10-28 19:00:00,86.69,28.9,19,5,10,1
2023-10-28 20:00:00,88.72,27.4,20,5,10,1
2023-10-28 21:00:00,88.34,29.7,21,5,10,1
2023-10-28 22:00:00,82.47,32.0,22,5,10,1
2023-10-28 23:00:00,71.94,31.5,23,5,10,1
2023-10-29 00:00:00,50.39,31.9,0,6,10,1
2023-10-29 01:00:00,51.29,33.6,1,6,10,1
2023-10-29 02:00:00,50.35,32.3,2,6,10,1
2023-10-29 03:00:00,52.39,31.9,3,6,10,1
2023-10-29 04:00:00,52.43,32.7,4,6,10,1
2023-10-29 05:00:00,53.55,31.7,5,6,10,1
2023-10-29 06:00:00,56.08,30.0,6,6,10,1
2023-10-29 07:00:00,61.93,30.5,7,6,10,1
2023-10-29 08:00:00,69.3,29.4,8,6,10,1
2023-10-29 09:00:00,72.46,27.7,9,6,10,1
2023-10-29 10:00:00,73.59,26.8,10,6,10,1
2023-10-29 11:00:00,74.26,26.5,11,6,10,1
2023-10-29 12:00:00,73.29,26.5,12,6,10,1
2023-10-29 13:00:00,76.68,24.9,13,6,10,1
2023-10-29 14:00:00,78.16,25.5,14,6,10,1
2023-10-29 15:00:00,77.53,25.6,15,6,10,1
2023-10-29 16:00:00,77.36,26.2,16,6,10,1
2023-10-29 17:00:00,82.15,26.2,17,6,10,1
2023-10-29 18:00:00,84.75,26.3,18,6,10,1
2023-10-29 19:00:00,84.72,27.6,19,6,10,1
2023-10-29 20:00:00,88.75,29.3,20,6,10,1
2023-10-29 21:00:00,86.81,31.5,21,6,10,1
2023-10-29 22:00:00,82.32,30.6,22,6,10,1
2023-10-29 23:00:00,71.01,32.5,23,6,10,1
2023-10-30 00:00:00,53.03,32.2,0,0,10,0
2023-10-30 01:00:00,56.46,33.0,1,0,10,0
2023-10-30 02:00:00,59.08,34.2,2,0,10,0
2023-10-30 03:00:00,60.87,33.5,3,0,10,0
2023-10-30 04:00:00,57.71,31.5,4,0,10,0
2023-10-30 05:00:00,58.28,31.4,5,0,10,0
2023-10-30 06:00:00,65.02,32.0,6,0,10,0
2023-10-30 07:00:00,70.31,30.1,7,0,10,0
2023-10-30 08:00:00,76.07,28.1,8,0,10,0
2023-10-30 09:00:00,78.18,27.3,9,0,10,0
2023-10-30 10:00:00,80.86,27.6,10,0,10,0
2023-10-30 11:00:00,81.48,27.0,11,0,10,0
2023-10-30 12:00:00,82.49,25.6,12,0,10,0
2023-10-30 13:00:00,87.78,27.1,13,0,10,0
2023-10-30 14:00:00,84.26,25.7,14,0,10,0
2023-10-30 15:00:00,81.95,24.9,15,0,10,0
2023-10-30 16:00:00,86.3,24.9,16,0,10,0
2023-10-30 17:00:00,94.17,25.4,17,0,10,0
2023-10-30 18:00:00,94.02,27.3,18,0,10,0
2023-10-30 19:00:00,96.11,27.6,19,0,10,0
2023-10-30 20:00:00,99.72,30.3,20,0,10,0
2023-10-30 21:00:00,100.13,31.2,21,0,10,0
2023-10-30 22:00:00,90.75,31.5,22,0,10,0
2023-10-30 23:00:00,79.43,30.9,23,0,10,0
2023-10-31 00:00:00,51.81,31.9,0,1,10,0
2023-10-31 01:00:00,57.25,33.9,1,1,10,0
2023-10-31 02:00:00,54.93,32.5,2,1,10,0
2023-10-31 03:00:00,59.07,33.8,3,1,10,0
2023-10-31 04:00:00,58.44,32.8,4,1,10,0
2023-10-31 05:00:00,60.02,31.9,5,1,10,0
2023-10-31 06:00:00,63.16,30.4,6,1,10,0
2023-10-31 07:00:00,68.76,30.0,7,1,10,0
2023-10-31 08:00:00,72.68,29.2,8,1,10,0
2023-10-31 09:00:00,80.04,28.8,9,1,10,0
2023-10-31 10:00:00,77.58,26.3,10,1,10,0
2023-10-31 11:00:00,80.2,26.0,11,1,10,0
2023-10-31 12:00:00,84.67,25.6,12,1,10,0
2023-10-31 13:00:00,84.03,25.7,13,1,10,0
2023-10-31 14:00:00,82.26,24.3,14,1,10,0
2023-10-31 15:00:00,88.16,24.1,15,1,10,0
2023-10-31 16:00:00,87.55,26.1,16,1,10,0
2023-10-31 17:00:00,93.31,25.0,17,1,10,0
2023-10-31 18:00:00,93.79,28.0,18,1,10,0
2023-10-31 19:00:00,98.22,27.8,19,1,10,0
2023-10-31 20:00:00,99.09,27.8,20,1,10,0
2023-10-31 21:00:00,101.01,29.7,21,1,10,0
2023-10-31 22:00:00,90.74,31.3,22,1,10,0
2023-10-31 23:00:00,79.42,31.4,23,1,10,0
2023-11-01 00:00:00,52.4,31.5,0,2,11,0
2023-11-01 01:00:00,53.78,32.5,1,2,11,0
2023-11-01 02:00:00,55.72,31.8,2,2,11,0
2023-11-01 03:00:00,56.01,31.1,3,2,11,0
2023-11-01 04:00:00,56.21,31.2,4,2,11,0
2023-11-01 05:00:00,59.22,32.0,5,2,11,0
2023-11-01 06:00:00,63.05,31.3,6,2,11,0
2023-11-01 07:00:00,67.49,27.4,7,2,11,0
2023-11-01 08:00:00,70.86,28.9,8,2,11,0
2023-11-01 09:00:00,76.2,27.2,9,2,11,0
2023-11-01 10:00:00,78.98,26.7,10,2,11,0
2023-11-01 11:00:00,82.19,24.7,11,2,11,0
2023-11-01 12:00:00,80.11,23.1,12,2,11,0
2023-11-01 13:00:00,85.71,24.6,13,2,11,0
2023-11-01 14:00:00,82.35,23.2,14,2,11,0
2023-11-01 15:00:00,84.64,23.0,15,2,11,0
2023-11-01 16:00:00,82.73,23.5,16,2,11,0
2023-11-01 17:00:00,86.68,25.7,17,2,11,0
2023-11-01 18:00:00,93.48,26.1,18,2,11,0
2023-11-01 19:00:00,94.06,27.6,19,2,11,0
2023-11-01 20:00:00,93.35,28.5,20,2,11,0
2023-11-01 21:00:00,95.5,28.7,21,2,11,0
2023-11-01 22:00:00,87.9,29.9,22,2,11,0
2023-11-01 23:00:00,76.86,30.4,23,2,11,0
2023-11-02 00:00:00,52.35,31.3,0,3,11,0
2023-11-02 01:00:00,52.95,31.1,1,3,11,0
2023-11-02 02:00:00,55.24,32.3,2,3,11,0
2023-11-02 03:00:00,56.73,32.7,3,3,11,0
2023-11-02 04:00:00,55.44,30.8,4,3,11,0
2023-11-02 05:00:00,57.65,31.9,5,3,11,0
2023-11-02 06:00:00,60.8,30.1,6,3,11,0
2023-11-02 07:00:00,66.13,29.2,7,3,11,0
2023-11-02 08:00:00,71.19,26.6,8,3,11,0
2023-11-02 09:00:00,76.18,25.5,9,3,11,0
2023-11-02 10:00:00,80.52,26.1,10,3,11,0
2023-11-02 11:00:00,82.82,25.8,11,3,11,0
2023-11-02 12:00:00,81.94,24.0,12,3,11,0
2023-11-02 13:00:00,84.12,25.5,13,3,11,0
2023-11-02 14:00:00,83.91,24.6,14,3,11,0
2023-11-02 15:00:00,86.8,23.4,15,3,11,0
2023-11-02 16:00:00,87.9,24.6,16,3,11,0
2023-11-02 17:00:00,90.98,27.2,17,3,11,0
2023-11-02 18:00:00,91.89,25.0,18,3,11,0
2023-11-02 19:00:00,95.0,27.4,19,3,11,0
2023-11-02 20:00:00,96.18,27.7,20,3,11,0
2023-11-02 21:00:00,96.25,29.6,21,3,11,0
2023-11-02 22:00:00,89.27,31.0,22,3,11,0
2023-11-02 23:00:00,78.88,30.5,23,3,11,0
2023-11-03 00:00:00,53.11,32.4,0,4,11,0
2023-11-03 01:00:00,58.83,33.6,1,4,11,0
2023-11-03 02:00:00,54.05,32.1,2,4,11,0
2023-11-03 03:00:00,56.23,32.5,3,4,11,0
2023-11-03 04:00:00,56.58,31.0,4,4,11,0
2023-11-03 05:00:00,59.51,30.8,5,4,11,0
2023-11-03 06:00:00,61.1,29.9,6,4,11,0
2023-11-03 07:00:00,65.85,29.7,7,4,11,0
2023-11-03 08:00:00,72.85,29.0,8,4,11,0
2023-11-03 09:00:00,77.41,26.9,9,4,11,0
2023-11-03 10:00:00,80.36,27.2,10,4,11,0
2023-11-03 11:00:00,80.79,26.4,11,4,11,0
2023-11-03 12:00:00,80.58,25.2,12,4,11,0
2023-11-03 13:00:00,87.82,23.7,13,4,11,0
2023-11-03 14:00:00,80.2,23.5,14,4,11,0
2023-11-03 15:00:00,88.03,23.5,15,4,11,0
2023-11-03 16:00:00,86.58,25.3,16,4,11,0
2023-11-03 17:00:00,89.96,24.2,17,4,11,0
2023-11-03 18:00:00,96.18,26.5,18,4,11,0
2023-11-03 19:00:00,91.89,26.1,19,4,11,0
2023-11-03 20:00:00,97.8,28.7,20,4,11,0
2023-11-03 21:00:00,92.58,29.0,21,4,11,0
2023-11-03 22:00:00,86.7,31.1,22,4,11,0
2023-11-03 23:00:00,77.28,31.7,23,4,11,0
2023-11-04 00:00:00,48.4,32.6,0,5,11,1
2023-11-04 01:00:00,50.55,33.0,1,5,11,1
2023-11-04 02:00:00,49.57,32.1,2,5,11,1
2023-11-04 03:00:00,47.81,30.9,3,5,11,1
2023-11-04 04:00:00,50.94,30.6,4,5,11,1
2023-11-04 05:00:00,49.76,29.2,5,5,11,1
2023-11-04 06:00:00,55.21,29.1,6,5,11,1
2023-11-04 07:00:00,60.08,29.1,7,5,11,1
2023-11-04 08:00:00,66.2,27.6,8,5,11,1
2023-11-04 09:00:00,69.9,26.8,9,5,11,1
2023-11-04 10:00:00,72.96,26.4,10,5,11,1
2023-11-04 11:00:00,71.6,24.9,11,5,11,1
2023-11-04 12:00:00,72.61,23.6,12,5,11,1
2023-11-04 13:00:00,77.84,24.1,13,5,11,1
2023-11-04 14:00:00,78.77,23.3,14,5,11,1
2023-11-04 15:00:00,77.48,23.9,15,5,11,1
2023-11-04 16:00:00,75.08,25.6,16,5,11,1
2023-11-04 17:00:00,80.44,25.0,17,5,11,1
2023-11-04 18:00:00,85.92,27.4,18,5,11,1
2023-11-04 19:00:00,87.26,28.1,19,5,11,1
2023-11-04 20:00:00,86.23,27.5,20,5,11,1
2023-11-04 21:00:00,91.17,28.1,21,5,11,1
2023-11-04 22:00:00,79.44,30.0,22,5,11,1
2023-11-04 23:00:00,69.89,31.8,23,5,11,1
2023-11-05 00:00:00,47.06,31.1,0,6,11,1
2023-11-05 01:00:00,50.06,32.6,1,6,11,1
2023-11-05 02:00:00,51.56,33.0,2,6,11,1
2023-11-05 03:00:00,51.52,31.2,3,6,11,1
2023-11-05 04:00:00,49.82,30.9,4,6,11,1
2023-11-05 05:00:00,50.94,31.4,5,6,11,1
2023-11-05 06:00:00,56.63,30.1,6,6,11,1
2023-11-05 07:00:00,59.09,28.5,7,6,11,1
2023-11-05 08:00:00,68.24,27.7,8,6,11,1
2023-11-05 09:00:00,71.42,26.9,9,6,11,1
2023-11-05 10:00:00,70.61,24.7,10,6,11,1
2023-11-05 11:00:00,74.7,25.8,11,6,11,1
2023-11-05 12:00:00,74.9,24.2,12,6,11,1
2023-11-05 13:00:00,76.64,21.9,13,6,11,1
2023-11-05 14:00:00,76.34,24.0,14,6,11,1
2023-11-05 15:00:00,77.23,23.5,15,6,11,1
2023-11-05 16:00:00,73.09,25.9,16,6,11,1
2023-11-05 17:00:00,84.46,24.7,17,6,11,1
2023-11-05 18:00:00,77.39,25.1,18,6,11,1
2023-11-05 19:00:00,84.14,27.4,19,6,11,1
2023-11-05 20:00:00,83.39,27.5,20,6,11,1
2023-11-05 21:00:00,85.88,28.4,21,6,11,1
2023-11-05 22:00:00,79.03,30.4,22,6,11,1
2023-11-05 23:00:00,67.59,30.0,23,6,11,1
2023-11-06 00:00:00,48.68,30.3,0,0,11,0
2023-11-06 01:00:00,56.06,33.2,1,0,11,0
2023-11-06 02:00:00,58.14,32.5,2,0,11,0
2023-11-06 03:00:00,55.78,31.7,3,0,11,0
2023-11-06 04:00:00,57.93,31.5,4,0,11,0
2023-11-06 05:00:00,59.2,31.2,5,0,11,0
2023-11-06 06:00:00,60.61,30.8,6,0,11,0
2023-11-06 07:00:00,65.79,28.4,7,0,11,0
2023-11-06 08:00:00,70.31,28.3,8,0,11,0
2023-11-06 09:00:00,76.58,26.6,9,0,11,0
2023-11-06 10:00:00,81.95,25.8,10,0,11,0
2023-11-06 11:00:00,81.25,25.3,11,0,11,0
2023-11-06 12:00:00,83.18,24.5,12,0,11,0
2023-11-06 13:00:00,83.94,24.7,13,0,11,0
2023-11-06 14:00:00,83.06,24.4,14,0,11,0
2023-11-06 15:00:00,86.16,22.9,15,0,11,0
2023-11-06 16:00:00,87.1,23.4,16,0,11,0
2023-11-06 17:00:00,91.83,24.9,17,0,11,0
2023-11-06 18:00:00,93.7,27.5,18,0,11,0
2023-11-06 19:00:00,92.13,26.3,19,0,11,0
2023-11-06 20:00:00,97.25,27.8,20,0,11,0
2023-11-06 21:00:00,98.96,28.6,21,0,11,0
2023-11-06 22:00:00,87.48,29.6,22,0,11,0
2023-11-06 23:00:00,75.49,31.0,23,0,11,0
2023-11-07 00:00:00,55.67,32.6,0,1,11,0
2023-11-07 01:00:00,53.74,32.2,1,1,11,0
2023-11-07 02:00:00,55.13,31.4,2,1,11,0
2023-11-07 03:00:00,59.99,34.1,3,1,11,0
2023-11-07 04:00:00,58.06,31.5,4,1,11,0
2023-11-07 05:00:00,54.74,30.4,5,1,11,0
2023-11-07 06:00:00,63.33,31.1,6,1,11,0
2023-11-07 07:00:00,66.44,28.7,7,1,11,0
2023-11-07 08:00:00,74.44,29.3,8,1,11,0
2023-11-07 09:00:00,78.48,26.3,9,1,11,0
2023-11-07 10:00:00,81.56,27.1,10,1,11,0
2023-11-07 11:00:00,81.74,25.3,11,1,11,0
2023-11-07 12:00:00,81.82,25.6,12,1,11,0
2023-11-07 13:00:00,84.32,25.7,13,1,11,0
2023-11-07 14:00:00,87.55,23.1,14,1,11,0
2023-11-07 15:00:00,82.92,25.2,15,1,11,0
2023-11-07 16:00:00,86.53,23.4,16,1,11,0
2023-11-07 17:00:00,90.17,24.3,17,1,11,0
2023-11-07 18:00:00,91.32,25.4,18,1,11,0
2023-11-07 19:00:00,96.24,27.4,19,1,11,0
2023-11-07 20:00:00,94.3,28.0,20,1,11,0
2023-11-07 21:00:00,97.16,28.9,21,1,11,0
2023-11-07 22:00:00,86.59,30.1,22,1,11,0
2023-11-07 23:00:00,75.03,31.3,23,1,11,0
2023-11-08 00:00:00,53.84,32.0,0,2,11,0
2023-11-08 01:00:00,55.38,32.7,1,2,11,0
2023-11-08 02:00:00,55.35,33.5,2,2,11,0
2023-11-08 03:00:00,55.54,31.8,3,2,11,0
2023-11-08 04:00:00,54.45,31.0,4,2,11,0
2023-11-08 05:00:00,58.51,31.3,5,2,11,0
2023-11-08 06:00:00,62.42,29.1,6,2,11,0
2023-11-08 07:00:00,67.47,28.5,7,2,11,0
2023-11-08 08:00:00,73.46,28.8,8,2,11,0
2023-11-08 09:00:00,77.01,26.9,9,2,11,0
2023-11-08 10:00:00,80.18,25.0,10,2,11,0
2023-11-08 11:00:00,80.88,24.0,11,2,11,0
2023-11-08 12:00:00,82.23,24.6,12,2,11,0
2023-11-08 13:00:00,85.56,25.0,13,2,11,0
2023-11-08 14:00:00,86.98,24.9,14,2,11,0
2023-11-08 15:00:00,84.41,24.2,15,2,11,0
2023-11-08 16:00:00,82.74,26.1,16,2,11,0
2023-11-08 17:00:00,90.94,25.1,17,2,11,0
2023-11-08 18:00:00,92.43,25.9,18,2,11,0
2023-11-08 19:00:00,94.9,24.9,19,2,11,0
2023-11-08 20:00:00,97.48,27.6,20,2,11,0
2023-11-08 21:00:00,93.74,29.7,21,2,11,0
2023-11-08 22:00:00,87.73,31.3,22,2,11,0
2023-11-08 23:00:00,75.75,30.2,23,2,11,0
2023-11-09 00:00:00,54.34,31.8,0,3,11,0
2023-11-09 01:00:00,55.06,32.7,1,3,11,0
2023-11-09 02:00:00,54.95,32.0,2,3,11,0
2023-11-09 03:00:00,54.64,30.0,3,3,11,0
2023-11-09 04:00:00,56.56,31.7,4,3,11,0
2023-11-09 05:00:00,57.83,31.4,5,3,11,0
2023-11-09 06:00:00,63.04,29.2,6,3,11,0
2023-11-09 07:00:00,68.67,28.8,7,3,11,0
2023-11-09 08:00:00,71.52,27.1,8,3,11,0
2023-11-09 09:00:00,77.51,24.9,9,3,11,0
2023-11-09 10:00:00,78.4,26.8,10,3,11,0
2023-11-09 11:00:00,77.89,25.2,11,3,11,0
2023-11-09 12:00:00,83.57,25.8,12,3,11,0
2023-11-09 13:00:00,87.93,24.8,13,3,11,0
2023-11-09 14:00:00,84.32,23.7,14,3,11,0
2023-11-09 15:00:00,83.71,24.1,15,3,11,0
2023-11-09 16:00:00,84.6,25.0,16,3,11,0
2023-11-09 17:00:00,91.42,25.9,17,3,11,0
2023-11-09 18:00:00,90.79,26.3,18,3,11,0
2023-11-09 19:00:00,93.55,27.8,19,3,11,0
2023-11-09 20:00:00,97.82,27.8,20,3,11,0
2023-11-09 21:00:00,96.69,28.2,21,3,11,0
2023-11-09 22:00:00,89.27,29.9,22,3,11,0
2023-11-09 23:00:00,78.65,31.0,23,3,11,0
2023-11-10 00:00:00,50.54,30.5,0,4,11,0
2023-11-10 01:00:00,52.42,30.8,1,4,11,0
2023-11-10 02:00:00,56.19,32.4,2,4,11,0
2023-11-10 03:00:00,54.75,31.5,3,4,11,0
2023-11-10 04:00:00,55.39,31.3,4,4,11,0
2023-11-10 05:00:00,55.51,30.5,5,4,11,0
